FALSE,Bill Gates owns patent and runs simulation 3 months prior to epidemic,,Bill Gates's patent,2020/2/1,https://twitter.com/mutalabala/status/1223570201507065862,https://www.zerohedge.com/geopolitical/millions-could-die-bill-gates-warned-2018-world-needs-prepare-pandemics-war,
FALSE,The vast majority of people who contract the virus are only going to have flu-like symptoms or less.,Watch Dr. Ben Carson dispel rumors about what happens when people contract the coronavirus:,contract virus,2020/3/9,https://twitter.com/TrumpWarRoom/status/1236697919698468866,https://twitter.com/TrumpWarRoom/status/1236697919698468866,
FALSE,a #GTPD officer had died from COVID-19 ,Gloucester Township police dispel rumor that an officer died from coronavirus,,2020/4/7,https://twitter.com/GloTwpPolice/status/1247506738494025731,http://newjersey.news12.com/story/41979417/gloucester-township-police-dispel-rumor-that-an-officer-died-from-coronavirus,
FALSE,Frequent or excessive alcohol consumption can project you against COVID-19 ,"Sorry to kill your buzz, but alcohol won't protect you against #COVID19 & can be dangerous to your health.",alcohol,2020/4/8,https://twitter.com/NCHH/status/1247555001377001474,https://twitter.com/NCHH/status/1247555001377001474,
FALSE,People of the black type are more likely to contract the coronavirus,"Delaware health officials dispel rumors surrounding COVID-19 treatment, prevention efforts - 47abc.mp4 - Google Drive",black,2020/4/8,https://twitter.com/madrepescatore/status/1247641439917367298,https://drive.google.com/file/d/1xUQNhHuT6qUsCNuRXFL3_ED-CG_9mNs_/view,
FALSE,"Black People could not get the Coronavirus, that the Coronavirus-1",,black,2020/4/8,https://twitter.com/RoyKhan46679797/status/1247703363267047432,https://twitter.com/RoyKhan46679797/status/1247703363267047432,
FALSE,?drinking fluids can wash the virus into the stomach,,,2020/4/7,https://twitter.com/ValerieRedden1/status/1247497902987120642,https://www.wmdt.com/2020/04/delaware-health-officials-dispel-rumors-surrounding-covid-19-treatment-prevention-efforts/,
FALSE,African Americans are less likely to contract the virus ,,Thank you for your leadership Mayor Lucas! My brother @dcokontais also working to dispel dangerous rumors that African Americans are less likely to contract the virus and fill an information gap on why COVID-19 may be especially harmful for our city's AA population.,2020/4/7,https://twitter.com/pnokonta/status/1247306920500891648,https://twitter.com/pnokonta/status/1247306920500891648,
TRUE,Thank you for your leadership Mayor Lucas! My brother @dcokontais also working to dispel dangerous rumors that African Americans are less likely to contract the virus and fill an information gap on why COVID-19 may be especially harmful for our city's AA population.,,,2020/4/7,https://twitter.com/pnokonta/status/1247306920500891648,https://twitter.com/pnokonta/status/1247306920500891648,
FALSE,Donated Chinese Test Kits are Infected with COVID-19 http://,,Nigerian Public Health Authorities Struggle to Dispel Rumors That Donated Chinese Test Kits are Infected with COVID-19 http://dlvr.it/RTFtMc,2020/4/6,https://twitter.com/andreyhorta1/status/1247107047474073605,https://twitter.com/andreyhorta1/status/1247107047474073605,
TRUE,Nigerian Public Health Authorities Struggle to Dispel Rumors That Donated Chinese Test Kits are Infected with COVID-19 http://dlvr.it/RTFtMc,,,2020/4/6,https://twitter.com/andreyhorta1/status/1247107047474073605,https://twitter.com/andreyhorta1/status/1247107047474073605,
UNVERIFIED,Huang Yanling is still alive,,"""As Tye observes, a public appearance by Huang Yanling would dispel a lot of the public rumors, and is the sort of thing the Chinese government would quickly arrange in normal circumstances ' presuming that Huang Yanling was still alive."" The Trail Leading Back to the Wuhan Labs",2020/4/8,https://twitter.com/shepherd_book/status/1246162978778558465,,
FALSE,?the military will be used to enforce coronavirus quarantines or the state will implement martial law.,Wisconsin National Guard leaders dispel more rumors over military response to coronavirus outbreak,The Wisconsin National Guard's top leader dispelled rumors almost two weeks ago that the military will be used to enforce coronavirus quarantines or the state will implement martial law.,2020/4/2,https://twitter.com/journalsentinel/status/1245671336556597253,https://www.jsonline.com/story/news/local/wisconsin/2020/04/02/coronavirus-wisconsin-national-guard-dispels-more-rumors/5109785002/,
FALSE,The president will order a two week mandatory quarantine for the nation,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,,2020/4/4,https://twitter.com/GreatBendPost/status/1246212143277457408,https://twitter.com/GreatBendPost/status/1246212143277457408,
TRUE,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,,,2020/4/4,https://twitter.com/GreatBendPost/status/1246212143277457408,https://twitter.com/GreatBendPost/status/1246212143277457408,
FALSE,"within 48-72 hours the president will evoke what is called as ""Stafford Act""",Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,,2020/4/4,https://twitter.com/GreatBendPost/status/1246212143277457408,https://twitter.com/GreatBendPost/status/1246212143277457408,
FALSE,they are preparing to announce a national 2 week quarantine for all citizens,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,,2020/4/4,https://twitter.com/GreatBendPost/status/1246212143277457408,https://twitter.com/GreatBendPost/status/1246212143277457408,
FALSE,all businesses closed,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,,2020/4/4,https://twitter.com/GreatBendPost/status/1246212143277457408,https://twitter.com/GreatBendPost/status/1246212143277457408,
FALSE,homeland security is preparing to mobilize the national guard,Kansas National Guard working to dispel pandemic rumor http://dlvr.it/RT7j8D,,2020/4/4,https://twitter.com/GreatBendPost/status/1246212143277457408,https://twitter.com/GreatBendPost/status/1246212143277457408,
FALSE,the coronavirus is related to the deployment of 5G frequency.,, you dispel a rumor of the coronavirus being related to the deployment of 5G frequency. This story is gaining traction on social media and other media related sites,2020/4/5,https://twitter.com/Fittrader/status/1246611966300430338,,
