1,"3:36 PM · Jan 24, 2020",TRUE,Eunice Yoon,1.22E+18,"Where there is a will.. Wuhan to build 1,000-bed hospital in less than 12 days to ease bed shortage due to #WuhanCoronovirus. City says mobile hospital, with floor space of 25k sqm, to be finished before Feb 3. Construction started last night, state media reports."
5,"7:51 AM · Jan 25, 2020",TRUE,Dr. Dena Grayson,1.22E+18,"BREAKING: #China reports ≥15 new deaths from #coronavirus in 1 day, raising the death toll by 50% to 41. China is buil…"
7,"7:30 AM · Jan 25, 2020",TRUE,Reuters,1.22E+18,"U.S. health officials confirmed a second U.S. case of the Wuhan coronavirus. The Chicago resident had recently traveled to Wuhan, China, the epicenter of the outbreak that has killed 26 people in China and infected more than 800 globally "
8,"11:46 AM · Jan 24, 2020",TRUE,nellieCXIII,1.22E+18,Mark’s  cfans donated 6260RMB to the frontline of Wuhan Virus doctor crew and patients.
9,"7:59 AM · Jan 25, 2020",TRUE,"ShirleyJeanAppalachianBarnGoddess",1.22E+18,Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program
14,"12:26 AM · Jan 25, 2020",TRUE,Thomas,1.22E+18,The Wuhan Government is constructing a specialised hospital to handle all the Corona Virus patients in 6 days....the Chinese are going to construct a whole hospital in 6days. 
17,"3:59 AM · Jan 25, 2020",TRUE,The Independent,1.22E+18,"Coronavirus virus reaches Europe as UK 'hunts for 2,000 passengers who recently arrived from Wuhan'"
19,"2:35 AM · Jan 25, 2020",TRUE,Gad Cohen,1.22E+18,The Chinese government has blocked internet traffic to prevent and hide the dimensions of the spread
7,"12:30 AM · Mar 1, 2020",TRUE,Sandpiper,1.23E+18,"New England Journal of Medicine: Coronavirus Could Be No Worse than Flu But New England Journal noted travel restrictions on China (imposed by ⁦@realDonaldTrump⁩ over the objections of some critics) “may have helped slow the spread of the virus.”"
8,2020/2/29,TRUE,"proko Doctor",1.23E+18,"The fake news that the taxi driver that drove the Italian national was asking for 10 million naira, or else he was going to spread the Coronavirus round Nigeria IS FALSE We should be very careful of sharing information that is NOT verified Don't spread PANIC. RT this please"
9,2020/2/29,TRUE,Daily Post,1.23E+18,"Dr. Xie Jiang: ""I should warn the rest of the world that you guys should take care, don’t neglect this disease”. “No city in the world would have enough specialist equipment to cope” he said. Dr. Jiang has been fighting the #coronavirus outbreak in China."
10,"8:01 AM · Mar 1, 2020",TRUE,COVID-19 USA,1.23E+18,Coronavirus miracle? Vietnam says all its infected patients cured-You decide... What is really happening?
11,2020/3/2,TRUE,Treason Stickers,1.23E+18,.@realDonaldTrump when are you going to visit and embrace the people in the US with Coronavirus? 
12,2020/2/29,TRUE,"Muting/Blocking = Self Care@QueeringPsych",1.23E+18,"S. Korea is giving free tests to citizens and non-citizens as a part of their emergency response The US is charging over $3,000 per test "
13,"3:31 AM · Mar 1, 2020",TRUE,"Katie Phang@KatiePhang",1.23E+18,"RT @KatiePhang: Trump last night: ""And this is their new hoax."""
14,"6:00 PM · Feb 29, 2020",TRUE,Daily Mail Online,1.23E+18,"Single nurse, 30, asks China to 'assign' her a boyfriend as a reward for helping Wuhan fight killer coronavirus"
15,"6:20 AM · Mar 2, 2020",TRUE,Discover Shaanxi,1.23E+18,"Shaanxi History Museum situated on Xiaozhai East Road of Xi'an, Shaanxi Province of China. The Museum was built in 1983 and opened to public in 1991. Shaanxi History Museum covers 65,000 square meters, and exhibits artifacts from prehistoric times (1,150,000 years ago ) to 1840."
16,"4:06 AM · Mar 2, 2020",TRUE,Elizabeth Warren,1.23E+18,We're facing both a public health crisis and a potential economic crisis. We urgently need top experts at the table in public health and medicine—many of whom are women. This isn't it. 
17,"8:05 AM · Mar 2, 2020",TRUE,Ted Lieu,1.23E+18,Dear @CDCDirector Redfield: Last Thursday I asked you multiple questions about the CDC test & its error rate at @HouseForeign SubCommittee. Your testimony under oath made it seem everything was fine and you did NOT disclose the problems at your Atlanta lab. I feel misled. 
18,"5:13 PM · Feb 24, 2020",TRUE,Sam,1.23E+18,"The Coronavirus Chronicles keep getting weirder and weirder. You've probably heard about the sudden outbreak of the virus in South Korea. Well, did you also know that this is, in large part, to thank to an actual death cult? It's called #Shincheonji, and it's super scary."
19,"2:27 PM · Mar 1, 2020",TRUE,Pogllins ,1.23E+18,"900 people get Coronavirus and the whole world wants to wear surgical mask, 30 million people have AIDS but still nobody wants to wear a condom"
20,"12:59 AM · Mar 2, 2020",TRUE,falala,1.23E+18,RT @yoDallasgal: Fear Itself Is the Biggest Coronavirus Danger
21,"11:31 PM · Mar 1, 2020",TRUE,BraveHeart,1.23E+18,"Ever wondered what the reaction to the Coronavirus would be if it wasn’t a Presidential Election Year? Would democrats still have used it as tool against @realDonaldTrump? Would democrats & the media have screamed false information from the mountain tops 24/7 anyway?"
22,"6:32 AM · Mar 2, 2020",TRUE,Jaliyah,1.23E+18,This coronavirus getting real scary now fr. Shit getting too close.
23,"12:50 AM · Mar 2, 2020",TRUE,Indra Mulyana,1.23E+18,"Iran now looks like China, people collapsing in the streets. "
24,"1:52 AM · Mar 2, 2020",TRUE,Eric Carmen,1.23E+18,"I'd love to ask Schumer, Pelosi, Sanders, Biden, AOC and all of the rest on the Left if they still think our Southern border should be open, now that Mexico has a confirmed case of the coronavirus."
25,"6:28 AM · Mar 2, 2020",TRUE,Mikko Alanne,1.23E+18,"Trump fired the CDC's pandemic response team in 2018, repeatedly tried to cut the agency's budget, completely botched the U.S. government's response as the #CoronavirusOutbreak began. Maybe don't vote for a narcissistic conman idiot next time, conservatives?"
26,"4:32 PM · Mar 1, 2020",TRUE,James Woods,1.23E+18,"This blog is the opinion of one solitary American with a unique experience fighting for his child’s life in a communist healthcare system (China). Boy, is it worth a read.  "
27,"1:27 AM · Feb 29, 2020",TRUE,BBC Breaking News,1.23E+18,At least 210 coronavirus patients have died in Iran - far more than officially admitted - Iranian health sources tell BBC 
28,"8:14 AM · Mar 2, 2020",TRUE,Mav Hering,1.23E+18,PSA: Ya shoulda been washing your hands way before the corona virus showed up
29,"11:35 PM · Mar 1, 2020",TRUE,Nicholas Kristof,1.23E+18,"A Florida man tested negative for coronavirus but was billed $3,270--so many will avoid testing. We need universal health coverage: It protects all of us. Same for paid sick leave: You want a sick person to stagger to work to prepare your food? My column"
30,"2:46 AM · Mar 2, 2020",TRUE,]intheMatrixxx,1.23E+18,"We have the cures. California lab says it discovered coronavirus vaccine in 3 hours | Fox Business"
31,"8:14 AM · Mar 2, 2020",TRUE,Cornelius Popcorn,1.23E+18,Remember 2 days ago when he first called the Coronavirus a democratic hoax - then the next day changed his story completely?
32,"6:30 AM · Mar 2, 2020",TRUE,George Conway,1.23E+18,it’s as though  @realDonaldTrump was a narcissistic psychopath
33,"6:38 AM · Mar 2, 2020",TRUE,Bill Mitchell,1.23E+18,"Which is worse in the USA? COMMON FLU - Infected 31 million and killed 61,000 in 2018. COVID-19 - Infected 73 and killed 1 in 2020."
34,"7:45 AM · Mar 2, 2020",TRUE,BreakingNAgency,1.23E+18,"#BREAKING: 3 new cases of the Novel #Coronavirus reported on Jeju Island, South Korea."
35,"3:00 AM · Mar 2, 2020",TRUE,David Icke,1.23E+18,New England Journal of Medicine: Coronavirus Could Be No Worse than Flu
36,"8:14 AM · Mar 2, 2020",TRUE,Lord Mo',1.23E+18,"Italy has not been handling this good enough... I think they should invite over experienced response team from let's say Nigeria? A way better response to #COVID19 is urgently needed. "
37,"7:53 AM · Mar 2, 2020",TRUE,"Tim Stephens",1.23E+18,"Desperately sad to see Qld LNP and PHON senators pushing climate conspiracies in Parliament. If they did this for COVID-19 they'd be condemned, but apparently climate denial is acceptable"
38,"7:42 AM · Mar 2, 2020",TRUE,BNO Newsroom,1.23E+18,NEW: 2 health care workers in California test positive for coronavirus after contact with a previous case 
39,"6:33 AM · Mar 2, 2020",TRUE,Permabear Doomster,1.23E+18,"Boeing $BA suffered a complete loss of cabin pressure, descending -13.1% to $275.11. The giant H/S is playing out... target $170s. Bearish inherently unbalanced flying cans of corona. The next 'GE of the Dow'"
40,"1:07 AM · Mar 2, 2020",TRUE,"Ted Lieu",1.23E+18,"Dear @VP Pence: SCREENING AT AIRPORTS IS NOT TESTING. As of last week, S Korea tested over 35,000 people for #coronavirus. US tested a few hundred because the Administration botched the initial tests & had overly restrictive criteria. STOP MISLEADING THE AMERICAN PEOPLE. "
41,"12:55 AM · Mar 3, 2020",TRUE,🅻🅴🅴 🅹🅾🅽🅶🆂🆄🅺 - 🆂🅾🅲🅸🅴🆃🆈,1.23E+18,"I know #coronavirus has been terrorize all of us, but together we can build a new stronghold believe if we can go throughout this moment. To all of you out there, keep strong and you'll be survivor. Pray for the world"
42,"6:10 AM · Mar 3, 2020",TRUE,David Sirota,1.23E+18,"Reminder: @JoeBiden cast one of the key votes to help Republicans narrowly defeat legislation by @BernieSanders and Paul Wellstone designed to stop pharmaceutical price gouging. Pass it on."
43,"1:12 AM · Mar 3, 2020",TRUE,Norbert Elekes,1.23E+18,"RT @NorbertElekes: BREAKING: First case of coronavirus confirmed in Latvia. Now all Baltic countries have cases."
44,"3:28 AM · Mar 3, 2020",TRUE,Kalie Greenberg,1.23E+18,"Health officials just announced a total of 5 people have died from #coronavirus in King County. At least 14 people have tested positive. The county is in its “final negotiations” to purchase a motel that will be used by people who need to be isolated."
45,"8:11 AM · Mar 3, 2020",TRUE,"Robᵉʳᵗ Graham😷@ErrataRob",1.23E+18,"But bothers me about isn't that a politician is clueless how vaccines work, but that power corrupts those around him, with somebody willing to say ""probably not"" instead of the right answer ""not""."
46,"7:32 AM · Mar 3, 2020·Sprinklr",TRUE,TIME,1.23E+18,"Health experts are widely skeptical of the numbers reported by China’s neighbors, and believe the coronavirus is spreading undetected throughout much of Southeast Asia"
47,"3:17 AM · Mar 1, 2020",TRUE,Twitter Moments,1.23E+18,"President Trump and VP Mike Pence provided further updates on the coronavirus outbreak, including travel advisories for Italy and South Korea, after the first US death was reported in Washington state."
48,"6:10 AM · Mar 3, 2020",TRUE,"Justin Baragona@justinbaragona",1.23E+18,"Fox News' Jesse Watters claims that the coronavirus started because Chinese people ""have these markets where they were eating raw bats and snakes"""
49,"7:40 AM · Mar 3, 2020",TRUE,"Alireza Jafarzadeh",1.23E+18,"The actual number of death is over 1,000; 20 times higher than Tehran admits. ""Marylam Rajavi, who heads the National Council of Resistance of Iran, called on Iranians to stage protests and strikes until the IRGC relinquishes control of hospitals and doctors."
50,"8:09 AM · Mar 3, 2020",TRUE,Heshmat Alavi,1.23E+18,"RT @HeshmatAlavi: #Iran Regime’s Lies and Inaction, the Main Cause of the Coronavirus Outbreak Crisis"
51,"7:58 AM · Mar 3, 2020",TRUE,KMBC,1.23E+18,RT @kmbc: Black & Veatch: 2 workers monitored for possible exposure to COVID-19
52,"8:11 AM · Mar 3, 2020",TRUE,Chris Krok,1.23E+18,Breaking: @DallasPD sends 5 officers home after arresting a man with #CoronaVirus On the story tonight
53,"12:59 AM · Mar 2, 2020",TRUE,"Unbreakable_Unbroken",1.23E+18,"Exactly thisI have no faith at all left in @CDCgov @US_FDA or @Surgeon_General they have spread so much misinformation and lies I have #NoTrust in any of them. Better off taking my chances with the #Coronovirius #SundayThoughts https://twitter.com/schmidci/status/1233892880923664384 …"
54,"8:17 AM · Mar 3, 2020",TRUE,"Uncle Muscle",1.23E+18,"I hate to say I told you so but, China is still lying."
55,"8:16 AM · Mar 3, 2020",TRUE,Stay In Unless It’s Crucial,1.23E+18, Which oligarchs pushed Trump to slash the CDC and other health agencies’ budgets? Whose inrerests did it serve?
56,"4:25 AM · Mar 3, 2020",TRUE,Paul Lidicul,1.23E+18,"It occurs to me that the world wide death rare for the Coronavirus is 2 to 3% yet there have been 91 reported cases of the virus in the US and already 6 deaths, which makes the death rate here at about 7%. That's 3 to 4 times higher than the rest of the world."
57,"8:17 AM · Mar 3, 2020",TRUE,"Paul Wilson",1.23E+18,Panic in the wealthy northern suburbs
58,"6:53 AM · Mar 3, 2020",TRUE,Pé,1.23E+18,"The CDC, as of yesterday, had only tested about 430 people for the coronavirus. As of today... we have no idea... because that information is no longer publicly available."
59,"8:15 AM · Mar 3, 2020",TRUE,BNO Newsroom,1.23E+18,"NEW: China's National Health Commission reports 125 new cases of coronavirus and 31 new deaths, nearly all in Hubei province"
60,"8:13 AM · Mar 3, 2020",TRUE,Spokesman Sports,1.23E+18,"In light of the news of four more deaths due to the novel coronavirus Washington’s high school sports governing board issued a statement that state basketball tournaments scheduled for Spokane, Tacoma and Yakima this week will go on as planned"
61,"8:08 AM · Mar 4, 2020",TRUE,Apex,1.24E+18,"News coming out on #coronavirus keeps getting better!! 🙄NH’s 1st Coronavirus Patient, Told to Stay Isolated, Went to Event, Officials Say"
62,"11:42 AM · Mar 3, 2020",TRUE,sketchy lady,1.24E+18,"I live in Seattle, I have all symptoms of COVID-19 and have a history of chronic bronchitis. Since I work in a physical therapy clinic with many 65+ patients and those with chronic illnesses, I decided to be responsible and go to get tested. This is how that went."
63,"7:06 AM · Mar 4, 2020",TRUE,Walter Shaub,1.24E+18,The White House has prohibited audio and video at its coronavirus briefing. It's like they're imploding. 
64,"1:57 AM · Mar 4, 2020",TRUE,Dan Bongino,1.24E+18,The same Iranian lawmakers who routinely chant “death to America” are going to be dependent on America’s pharmaceutical industry to save them from the coronavirus
65,"3:21 AM · Mar 3, 2020",TRUE,"Hong Zhang, PhD",1.23E+18,"The outlets Xinhua News Agency, China Radio International, China Global Television Network,  China Daily and the People’s Daily, will be required to reduce personnel from 160 to 100 by March 13."" 1/"
66,"10:19 AM · Mar 3, 2020",TRUE,Marc Caputo,1.23E+18,"Floridians, you cannot shoot the coronavirus."
67,"11:06 AM · Mar 3, 2020",TRUE,Adriana Rodriguez,1.24E+18,STOP lying. China can no longer hide this horror. The world already knows how evil you are and how you enjoy torturing dogs and cats.
68,"7:53 AM · Mar 4, 2020",TRUE,Windsor Mann,1.24E+18,Trump spent more money on silencing a porn star.
69,"11:30 PM · Mar 3, 2020",TRUE,Foreign Policy,1.24E+18,"The Chinese propaganda machine is casting blame on the United States for the coronavirus, FP’s @BeijingPalmer writes.https://buff.ly/32Kw7ty "
70,"4:26 AM · Mar 4, 2020",TRUE,"Nancy Pelosi",1.23E+18,"Today, to all across the country and #CA12, make a plan to... White heavy check markVote for protecting people with pre-existing conditions and our health care. White heavy check markVote to save lives by reducing the gross epidemic of gun violence. White heavy check markVote to stop discrimination against the LGBTQ community."
71,"6:21 AM · Mar 4, 2020",TRUE,Jim Acosta,1.24E+18,"Since Monday, Dr. Fauci has publicly explained in front of Trump three times now that it will take a year or more to develop a Coronavirus vaccine."
72,"4:28 AM · Mar 4, 2020",TRUE,One America News,1.24E+18,#HappeningNow on @OANN: President Trump tours NIH amid coronavirus concerns. Tune in to One America News for live coverage. #OANN
73,"8:01 AM · Mar 4, 2020",TRUE,Chuck Woolery,1.24E+18,‘If I do get the Coronavirus I’m attending every MAGA rally I can’ – Denver Communist Official Says She Will Use Deadly Virus as Bio Weapon Against Trump Supporters 
74,"11:55 PM · Mar 3, 2020",TRUE,James Woods,1.23E+18,"Thanks, #MichaelBloomberg. Here’s a handy little (unintentional) demo on the way to spread #coronavirus by the most clueless person in America: touch community food as much as you can with your saliva-soaked fingers.  "
75,"7:06 AM · Mar 4, 2020",TRUE,Walter Shaub,1.24E+18,The White House has prohibited audio and video at its coronavirus briefing. It's like they're imploding.
76,"7:02 AM · Mar 4, 2020",TRUE,Steve Holland,1.24E+18,VP Pence says CDC has new guidance saying any American can be tested for coronavirus if deemed necessary
77,"2:58 AM · Mar 3, 2020",TRUE,Don’t be emo ur so sexy aha,1.24E+18,the patient was a woman in her mid 30s who is confined to her home in Manhattan. Using this completely unrelated photo of an asian man in a completely different borough (Queens) is blatant manipulation and pushing a racist narrative. 
78,"4:04 AM · Mar 4, 2020",TRUE,Ryan Fournier,1.23E+18,BREAKING: President Trump has donated his 2019 Q4 salary to Health and Human Services to help combat Coronavirus.
79,"5:07 AM · Mar 3, 2020",TRUE,Holland Beck,1.24E+18, if you’ve ever used a frat house bathroom you’re immune to the coronavirus
80,"1:02 AM · Mar 4, 2020",TRUE,Sergio Siano,1.24E+18,"A student at the college down the street from my house has been disagnosed with coronavirus. He likely attended classes after contracting it. The school has been shut down. Everyone in my neighborhood is now at relatively high risk of contracting it, and we can't get tested."
81,"8:05 AM · Mar 5, 2020",TRUE,"WSJ Tech",1.24E+18,The outbreak is forcing many companies that have been slow to adopt tools such as remote collaboration to reconsider the benefits
82,"1:31 AM · Mar 5, 2020",TRUE,Pre K ,1.24E+18,"The corona virus can be spread through money. If you have any money at home, put on some gloves, put all the money in to a plastic bag and put it outside the front door tonight. I'm collecting all the plastic bags tonight for safety. Think of your health."
83,"8:21 PM · Mar 4, 2020",TRUE,Global Times,1.24E+18,"Gene sequencing by Beijing Ditan Hospital found coronavirus in the cerebrospinal fluid of a 56-year-old confirmed #COVID19 patient with encephalitis, which provides evidence that COVID19 can invade patients’ nervous systems, just like SARS and MERS."
84,"8:55 AM · Feb 28, 2020",TRUE,Shaun Lawson,1.24E+18,"And now for a rant. It's not about coronavirus. It's not even about the stock market crashing - that was only ever a matter of time. It's about the epic, relentless, never-ending stupidity of the human race."
